Company,Agent ID,Agent Name,Call ID,Customer ID,Call Start Time,Call End Time,Call Duration (seconds),Timestamp,Call Status,Call Type,Language,Region,Queue Name,Resolution Status,Hold Time (seconds),Talk Time (seconds),Wrap-up Time (seconds)
CloudTech,C301,George Clark,CALL-101809,CUST-4382,2026-07-08 10:28:48,2026-07-08 10:31:19,151,2026-07-08 10:28:48,Answered,Inbound,English,North,Tech Support,Resolved,0,139,12
AeroCorp,A103,Charlie Brown,CALL-101810,CUST-2672,2026-07-04 12:14:15,2026-07-04 12:18:40,265,2026-07-04 12:14:15,Answered,Inbound,Hindi,West,General Sales,Resolved,26,237,2
CloudTech,C301,George Clark,CALL-101811,CUST-3770,2026-07-18 06:50:53,2026-07-18 06:54:17,204,2026-07-18 06:50:53,Answered,Inbound,German,South,Tech Support,Resolved,9,187,8
BioHealth,B201,Diana Prince,CALL-101812,CUST-4159,2026-07-13 11:22:22,2026-07-13 11:24:49,147,2026-07-13 11:22:22,Answered,Inbound,French,East,Account Queries,Resolved,3,137,7
CloudTech,C303,Ian Malcolm,CALL-101813,CUST-4877,2026-07-21 09:12:07,2026-07-21 09:15:06,179,2026-07-21 09:12:07,Answered,Inbound,Hindi,North,Billing,Unresolved,19,137,23
CloudTech,C303,Ian Malcolm,CALL-101814,CUST-5038,2026-07-13 23:29:21,2026-07-13 23:33:19,238,2026-07-13 23:29:21,Answered,Inbound,German,South,Billing,Unresolved,19,195,24
EcoEnergy,E502,Nathan Drake,CALL-101815,CUST-9513,2026-07-19 08:53:01,2026-07-19 08:57:06,245,2026-07-19 08:53:01,Answered,Inbound,French,Central,Billing,Escalated,16,221,8
EcoEnergy,E502,Nathan Drake,CALL-101816,CUST-8081,2026-07-04 13:52:05,2026-07-04 13:55:21,196,2026-07-04 13:52:05,Answered,Outbound,German,West,General Sales,Unresolved,41,144,11
DeltaFinance,Unknown,Unknown,CALL-101817,CUST-4047,2026-07-15 09:14:52,2026-07-15 09:15:06,14,2026-07-15 09:14:52,Missed,Inbound,Hindi,West,Billing,Unresolved,0,0,0
EcoEnergy,E501,Molly Hooper,CALL-101818,CUST-1552,2026-07-03 09:26:59,2026-07-03 09:31:07,248,2026-07-03 09:26:59,Answered,Outbound,English,West,Account Queries,Resolved,4,146,98
CloudTech,C302,Hannah Abbott,CALL-101819,CUST-2660,2026-07-01 08:42:17,2026-07-01 08:46:13,236,2026-07-01 08:42:17,Answered,Outbound,Spanish,West,Account Queries,Escalated,4,227,5
CloudTech,Unknown,Unknown,CALL-101820,CUST-3923,2026-07-19 19:46:58,2026-07-19 19:47:10,12,2026-07-19 19:46:58,Missed,Inbound,German,South,Tech Support,Unresolved,0,0,0
BioHealth,B201,Diana Prince,CALL-101821,CUST-7405,2026-07-20 05:48:05,2026-07-20 05:52:28,263,2026-07-20 05:48:05,Answered,Outbound,Hindi,West,Tech Support,Resolved,5,247,11
EcoEnergy,E503,Oliver Queen,CALL-101822,CUST-1201,2026-07-10 06:49:31,2026-07-10 06:52:51,200,2026-07-10 06:49:31,Answered,Inbound,Spanish,Central,Tech Support,Resolved,7,159,34
DeltaFinance,Unknown,Unknown,CALL-101823,CUST-3274,2026-07-21 15:52:57,2026-07-21 15:53:20,23,2026-07-21 15:52:57,Missed,Inbound,French,South,Billing,Unresolved,0,0,0
DeltaFinance,D402,Karen Page,CALL-101824,CUST-9760,2026-07-16 16:11:21,2026-07-16 16:14:03,162,2026-07-16 16:11:21,Answered,Outbound,Hindi,Central,General Sales,Resolved,11,135,16
AeroCorp,A103,Charlie Brown,CALL-101825,CUST-1259,2026-07-15 06:26:37,2026-07-15 06:28:50,133,2026-07-15 06:26:37,Answered,Inbound,English,North,Tech Support,Resolved,6,122,5
BioHealth,B202,Evan Wright,CALL-101826,CUST-3648,2026-07-09 14:34:53,2026-07-09 14:37:01,128,2026-07-09 14:34:53,Answered,Inbound,English,Central,General Sales,Unresolved,6,92,30
DeltaFinance,D402,Karen Page,CALL-101827,CUST-1783,2026-07-13 10:52:30,2026-07-13 10:54:41,131,2026-07-13 10:52:30,Answered,Outbound,Spanish,South,Billing,Resolved,20,106,5
CloudTech,C303,Ian Malcolm,CALL-101828,CUST-1841,2026-07-12 07:27:19,2026-07-12 07:31:32,253,2026-07-12 07:27:19,Answered,Inbound,Spanish,East,General Sales,Resolved,30,182,41
DeltaFinance,D402,Karen Page,CALL-101829,CUST-8387,2026-07-06 09:08:26,2026-07-06 09:11:24,178,2026-07-06 09:08:26,Answered,Outbound,German,Central,General Sales,Unresolved,10,151,17
EcoEnergy,E503,Oliver Queen,CALL-101830,CUST-9187,2026-07-09 07:01:25,2026-07-09 07:01:31,6,2026-07-09 07:01:25,Dropped,Inbound,German,North,Account Queries,Unresolved,0,0,0
AeroCorp,A103,Charlie Brown,CALL-101831,CUST-3012,2026-07-14 07:03:10,2026-07-14 07:08:23,313,2026-07-14 07:03:10,Answered,Outbound,French,East,Billing,Unresolved,9,299,5
EcoEnergy,E503,Oliver Queen,CALL-101832,CUST-1996,2026-07-12 14:40:28,2026-07-12 14:43:36,188,2026-07-12 14:40:28,Answered,Inbound,French,North,Tech Support,Resolved,15,151,22
DeltaFinance,D402,Karen Page,CALL-101833,CUST-1715,2026-07-18 07:56:33,2026-07-18 08:01:21,288,2026-07-18 07:56:33,Answered,Inbound,German,North,Tech Support,Unresolved,1,243,44
CloudTech,C302,Hannah Abbott,CALL-101834,CUST-5929,2026-07-07 08:27:28,2026-07-07 08:29:26,118,2026-07-07 08:27:28,Answered,Outbound,French,West,General Sales,Resolved,3,91,24
EcoEnergy,E501,Molly Hooper,CALL-101835,CUST-9491,2026-07-09 04:55:53,2026-07-09 05:00:03,250,2026-07-09 04:55:53,Answered,Inbound,French,West,General Sales,Resolved,0,242,8
EcoEnergy,E501,Molly Hooper,CALL-101836,CUST-3503,2026-07-20 07:37:52,2026-07-20 07:41:02,190,2026-07-20 07:37:52,Answered,Outbound,Hindi,Central,General Sales,Escalated,18,141,31
DeltaFinance,D401,Jack Ryan,CALL-101837,CUST-3076,2026-07-15 06:07:10,2026-07-15 06:12:26,316,2026-07-15 06:07:10,Answered,Inbound,French,West,Account Queries,Unresolved,89,216,11
CloudTech,Unknown,Unknown,CALL-101838,CUST-8241,2026-07-06 21:58:31,2026-07-06 21:58:38,7,2026-07-06 21:58:31,Missed,Inbound,Spanish,North,Billing,Unresolved,0,0,0
EcoEnergy,E501,Molly Hooper,CALL-101839,CUST-4273,2026-07-07 14:33:36,2026-07-07 14:37:07,211,2026-07-07 14:33:36,Answered,Outbound,Hindi,West,General Sales,Resolved,3,193,15
AeroCorp,A103,Charlie Brown,CALL-101840,CUST-4119,2026-07-21 17:25:53,2026-07-21 17:29:16,203,2026-07-21 17:25:53,Answered,Outbound,French,East,Account Queries,Resolved,3,178,22
AeroCorp,A102,Bob Johnson,CALL-101841,CUST-9224,2026-07-18 07:53:35,2026-07-18 07:58:26,291,2026-07-18 07:53:35,Answered,Outbound,German,East,Account Queries,Resolved,5,235,51
EcoEnergy,E503,Oliver Queen,CALL-101842,CUST-7878,2026-07-15 10:24:27,2026-07-15 10:27:45,198,2026-07-15 10:24:27,Answered,Inbound,Spanish,West,General Sales,Escalated,13,131,54
AeroCorp,A102,Bob Johnson,CALL-101843,CUST-5628,2026-07-01 10:27:59,2026-07-01 10:32:15,256,2026-07-01 10:27:59,Answered,Outbound,English,Central,Billing,Escalated,2,241,13
AeroCorp,Unknown,Unknown,CALL-101844,CUST-7797,2026-07-16 10:28:09,2026-07-16 10:28:34,25,2026-07-16 10:28:09,Missed,Inbound,Spanish,Central,Account Queries,Unresolved,0,0,0
AeroCorp,A102,Bob Johnson,CALL-101845,CUST-7384,2026-07-10 10:57:50,2026-07-10 11:01:49,239,2026-07-10 10:57:50,Answered,Inbound,Hindi,South,Account Queries,Resolved,4,194,41
DeltaFinance,D403,Leo Fitz,CALL-101846,CUST-8218,2026-07-15 14:56:09,2026-07-15 14:58:59,170,2026-07-15 14:56:09,Answered,Inbound,Spanish,East,Account Queries,Resolved,6,97,67
BioHealth,B202,Evan Wright,CALL-101847,CUST-4515,2026-07-14 13:40:34,2026-07-14 13:44:36,242,2026-07-14 13:40:34,Answered,Inbound,French,South,General Sales,Resolved,23,196,23
CloudTech,C303,Ian Malcolm,CALL-101848,CUST-3112,2026-07-04 13:49:17,2026-07-04 13:49:27,10,2026-07-04 13:49:17,Dropped,Inbound,English,East,General Sales,Unresolved,0,0,0
CloudTech,C302,Hannah Abbott,CALL-101849,CUST-9355,2026-07-07 07:39:12,2026-07-07 07:39:24,12,2026-07-07 07:39:12,Dropped,Inbound,French,South,Tech Support,Unresolved,0,0,0
AeroCorp,A103,Charlie Brown,CALL-101850,CUST-4491,2026-07-10 06:58:43,2026-07-10 07:04:00,317,2026-07-10 06:58:43,Answered,Inbound,English,West,Tech Support,Resolved,25,271,21
BioHealth,Unknown,Unknown,CALL-101851,CUST-5761,2026-07-17 06:01:35,2026-07-17 06:02:03,28,2026-07-17 06:01:35,Missed,Inbound,German,South,Billing,Unresolved,0,0,0
EcoEnergy,Unknown,Unknown,CALL-101852,CUST-5860,2026-07-19 11:27:11,2026-07-19 11:27:16,5,2026-07-19 11:27:11,Missed,Inbound,French,West,Tech Support,Unresolved,0,0,0
DeltaFinance,D402,Karen Page,CALL-101853,CUST-9027,2026-07-10 11:33:56,2026-07-10 11:36:01,125,2026-07-10 11:33:56,Answered,Inbound,German,East,Tech Support,Resolved,10,112,3
EcoEnergy,E501,Molly Hooper,CALL-101854,CUST-5072,2026-07-17 08:34:42,2026-07-17 08:37:35,173,2026-07-17 08:34:42,Answered,Inbound,English,East,Billing,Resolved,27,144,2
EcoEnergy,E501,Molly Hooper,CALL-101855,CUST-4174,2026-07-10 14:25:34,2026-07-10 14:27:37,123,2026-07-10 14:25:34,Answered,Outbound,Hindi,South,Billing,Resolved,11,83,29
DeltaFinance,D401,Jack Ryan,CALL-101856,CUST-3642,2026-07-11 09:29:25,2026-07-11 09:32:45,200,2026-07-11 09:29:25,Answered,Inbound,French,South,Account Queries,Unresolved,10,175,15
AeroCorp,A103,Charlie Brown,CALL-101857,CUST-6178,2026-07-13 13:41:04,2026-07-13 13:47:01,357,2026-07-13 13:41:04,Answered,Outbound,English,East,General Sales,Escalated,36,283,38
BioHealth,B203,Fiona Gallagher,CALL-101858,CUST-6799,2026-07-01 04:53:52,2026-07-01 04:58:02,250,2026-07-01 04:53:52,Answered,Outbound,German,Central,Billing,Resolved,27,218,5
BioHealth,B202,Evan Wright,CALL-101859,CUST-4671,2026-07-07 16:41:22,2026-07-07 16:46:29,307,2026-07-07 16:41:22,Answered,Inbound,English,Central,Tech Support,Escalated,25,282,0
CloudTech,C303,Ian Malcolm,CALL-101860,CUST-7777,2026-07-07 12:54:22,2026-07-07 12:57:15,173,2026-07-07 12:54:22,Answered,Outbound,Spanish,East,Account Queries,Escalated,3,169,1
AeroCorp,A102,Bob Johnson,CALL-101861,CUST-3311,2026-07-19 13:39:49,2026-07-19 13:42:38,169,2026-07-19 13:39:49,Answered,Outbound,German,North,Account Queries,Unresolved,24,144,1
CloudTech,C302,Hannah Abbott,CALL-101862,CUST-1637,2026-07-12 10:19:22,2026-07-12 10:22:45,203,2026-07-12 10:19:22,Answered,Outbound,Hindi,East,Account Queries,Resolved,54,144,5
CloudTech,C301,George Clark,CALL-101863,CUST-8850,2026-07-13 17:58:02,2026-07-13 17:58:23,21,2026-07-13 17:58:02,Dropped,Inbound,German,West,Account Queries,Unresolved,0,0,0
DeltaFinance,Unknown,Unknown,CALL-101864,CUST-1085,2026-07-20 09:48:50,2026-07-20 09:49:09,19,2026-07-20 09:48:50,Missed,Inbound,French,West,Account Queries,Unresolved,0,0,0
DeltaFinance,D401,Jack Ryan,CALL-101865,CUST-4343,2026-07-06 21:04:45,2026-07-06 21:07:47,182,2026-07-06 21:04:45,Answered,Inbound,German,Central,Account Queries,Resolved,0,178,4
BioHealth,B203,Fiona Gallagher,CALL-101866,CUST-2585,2026-07-17 09:17:03,2026-07-17 09:18:14,71,2026-07-17 09:17:03,Answered,Inbound,Hindi,West,Tech Support,Resolved,15,41,15
DeltaFinance,D401,Jack Ryan,CALL-101867,CUST-8362,2026-07-06 17:56:59,2026-07-06 18:01:53,294,2026-07-06 17:56:59,Answered,Inbound,Spanish,East,Tech Support,Escalated,83,202,9
CloudTech,Unknown,Unknown,CALL-101868,CUST-7479,2026-07-02 22:08:29,2026-07-02 22:08:45,16,2026-07-02 22:08:29,Missed,Inbound,Spanish,North,Account Queries,Unresolved,0,0,0
BioHealth,B203,Fiona Gallagher,CALL-101869,CUST-3876,2026-07-01 07:29:22,2026-07-01 07:33:49,267,2026-07-01 07:29:22,Answered,Inbound,German,South,General Sales,Unresolved,6,229,32
CloudTech,C301,George Clark,CALL-101870,CUST-8495,2026-07-12 10:40:58,2026-07-12 10:41:08,10,2026-07-12 10:40:58,Dropped,Inbound,English,North,Tech Support,Unresolved,0,0,0
BioHealth,B201,Diana Prince,CALL-101871,CUST-4237,2026-07-08 09:31:49,2026-07-08 09:35:26,217,2026-07-08 09:31:49,Answered,Inbound,French,East,Billing,Resolved,40,162,15
DeltaFinance,D403,Leo Fitz,CALL-101872,CUST-5637,2026-07-17 05:37:41,2026-07-17 05:41:35,234,2026-07-17 05:37:41,Answered,Inbound,French,North,General Sales,Unresolved,5,223,6
EcoEnergy,E503,Oliver Queen,CALL-101873,CUST-6237,2026-07-04 14:31:22,2026-07-04 14:36:17,295,2026-07-04 14:31:22,Answered,Inbound,English,East,General Sales,Resolved,5,283,7
DeltaFinance,D403,Leo Fitz,CALL-101874,CUST-5223,2026-07-01 13:11:08,2026-07-01 13:11:24,16,2026-07-01 13:11:08,Dropped,Inbound,German,West,Tech Support,Unresolved,0,0,0
AeroCorp,A103,Charlie Brown,CALL-101875,CUST-3080,2026-07-11 12:21:54,2026-07-11 12:26:06,252,2026-07-11 12:21:54,Answered,Outbound,German,Central,General Sales,Resolved,26,168,58
EcoEnergy,E502,Nathan Drake,CALL-101876,CUST-3384,2026-07-16 14:50:17,2026-07-16 14:54:33,256,2026-07-16 14:50:17,Answered,Inbound,German,North,Tech Support,Resolved,25,207,24
AeroCorp,A101,Alice Smith,CALL-101877,CUST-8909,2026-07-04 16:46:43,2026-07-04 16:47:00,17,2026-07-04 16:46:43,Dropped,Outbound,German,East,Account Queries,Unresolved,0,0,0
CloudTech,C302,Hannah Abbott,CALL-101878,CUST-9543,2026-07-11 18:02:25,2026-07-11 18:05:54,209,2026-07-11 18:02:25,Answered,Outbound,French,West,General Sales,Unresolved,3,192,14
EcoEnergy,E501,Molly Hooper,CALL-101879,CUST-8121,2026-07-05 08:52:50,2026-07-05 08:56:14,204,2026-07-05 08:52:50,Answered,Inbound,German,Central,Tech Support,Resolved,9,186,9
CloudTech,C303,Ian Malcolm,CALL-101880,CUST-5866,2026-07-10 14:57:00,2026-07-10 15:00:48,228,2026-07-10 14:57:00,Answered,Outbound,English,Central,Tech Support,Resolved,5,167,56
EcoEnergy,E503,Oliver Queen,CALL-101881,CUST-2738,2026-07-03 07:14:16,2026-07-03 07:14:31,15,2026-07-03 07:14:16,Dropped,Inbound,Spanish,West,General Sales,Unresolved,0,0,0
EcoEnergy,Unknown,Unknown,CALL-101882,CUST-6166,2026-07-13 07:50:20,2026-07-13 07:50:44,24,2026-07-13 07:50:20,Missed,Inbound,French,Central,Account Queries,Unresolved,0,0,0
CloudTech,Unknown,Unknown,CALL-101883,CUST-8476,2026-07-07 08:51:45,2026-07-07 08:51:52,7,2026-07-07 08:51:45,Missed,Outbound,English,Central,Tech Support,Unresolved,0,0,0
DeltaFinance,D401,Jack Ryan,CALL-101884,CUST-9199,2026-07-06 10:17:44,2026-07-06 10:21:59,255,2026-07-06 10:17:44,Answered,Inbound,German,East,Account Queries,Escalated,2,249,4
EcoEnergy,E501,Molly Hooper,CALL-101885,CUST-5877,2026-07-07 12:01:23,2026-07-07 12:05:16,233,2026-07-07 12:01:23,Answered,Inbound,Hindi,Central,Billing,Unresolved,36,197,0
BioHealth,B202,Evan Wright,CALL-101886,CUST-6931,2026-07-19 07:13:29,2026-07-19 07:17:39,250,2026-07-19 07:13:29,Answered,Inbound,Spanish,East,Account Queries,Resolved,16,226,8
AeroCorp,A102,Bob Johnson,CALL-101887,CUST-1294,2026-07-10 14:19:28,2026-07-10 14:19:45,17,2026-07-10 14:19:28,Dropped,Inbound,German,Central,General Sales,Unresolved,0,0,0
CloudTech,C301,George Clark,CALL-101888,CUST-7343,2026-07-08 09:52:45,2026-07-08 09:52:52,7,2026-07-08 09:52:45,Dropped,Outbound,Spanish,South,Account Queries,Unresolved,0,0,0
DeltaFinance,D402,Karen Page,CALL-101889,CUST-5747,2026-07-04 08:40:57,2026-07-04 08:43:05,128,2026-07-04 08:40:57,Answered,Inbound,Hindi,West,Billing,Resolved,5,118,5
AeroCorp,A103,Charlie Brown,CALL-101890,CUST-9793,2026-07-19 14:54:12,2026-07-19 14:56:38,146,2026-07-19 14:54:12,Answered,Inbound,German,East,Billing,Unresolved,21,121,4
CloudTech,C303,Ian Malcolm,CALL-101891,CUST-1047,2026-07-04 08:46:11,2026-07-04 08:49:31,200,2026-07-04 08:46:11,Answered,Outbound,Spanish,West,General Sales,Resolved,13,161,26
AeroCorp,Unknown,Unknown,CALL-101892,CUST-8787,2026-07-14 05:30:02,2026-07-14 05:30:25,23,2026-07-14 05:30:02,Missed,Inbound,German,East,Tech Support,Unresolved,0,0,0
EcoEnergy,E502,Nathan Drake,CALL-101893,CUST-5355,2026-07-07 08:24:14,2026-07-07 08:28:10,236,2026-07-07 08:24:14,Answered,Outbound,English,West,Account Queries,Unresolved,2,231,3
AeroCorp,A103,Charlie Brown,CALL-101894,CUST-6452,2026-07-11 10:39:31,2026-07-11 10:43:56,265,2026-07-11 10:39:31,Answered,Inbound,Hindi,South,General Sales,Resolved,5,260,0
DeltaFinance,D403,Leo Fitz,CALL-101895,CUST-3440,2026-07-16 06:30:04,2026-07-16 06:34:37,273,2026-07-16 06:30:04,Answered,Inbound,Spanish,South,Billing,Resolved,13,249,11
CloudTech,C301,George Clark,CALL-101896,CUST-4495,2026-07-04 16:31:28,2026-07-04 16:31:51,23,2026-07-04 16:31:28,Dropped,Inbound,French,North,Tech Support,Unresolved,0,0,0
DeltaFinance,D403,Leo Fitz,CALL-101897,CUST-7005,2026-07-14 11:29:29,2026-07-14 11:33:36,247,2026-07-14 11:29:29,Answered,Outbound,German,South,Tech Support,Resolved,53,152,42
AeroCorp,A102,Bob Johnson,CALL-101898,CUST-1058,2026-07-01 10:53:12,2026-07-01 10:54:37,85,2026-07-01 10:53:12,Answered,Inbound,Hindi,North,Tech Support,Unresolved,26,36,23
BioHealth,B202,Evan Wright,CALL-101899,CUST-1335,2026-07-07 09:15:06,2026-07-07 09:17:14,128,2026-07-07 09:15:06,Answered,Inbound,French,Central,Tech Support,Resolved,18,97,13
AeroCorp,A103,Charlie Brown,CALL-101900,CUST-2198,2026-07-03 14:31:52,2026-07-03 14:37:18,326,2026-07-03 14:31:52,Answered,Inbound,French,North,Tech Support,Resolved,9,253,64
BioHealth,B203,Fiona Gallagher,CALL-101901,CUST-3467,2026-07-13 13:24:53,2026-07-13 13:27:19,146,2026-07-13 13:24:53,Answered,Inbound,German,North,Tech Support,Unresolved,8,134,4
BioHealth,B201,Diana Prince,CALL-101902,CUST-1063,2026-07-18 11:01:48,2026-07-18 11:06:19,271,2026-07-18 11:01:48,Answered,Inbound,English,North,Billing,Resolved,25,245,1
DeltaFinance,D401,Jack Ryan,CALL-101903,CUST-5936,2026-07-11 08:14:11,2026-07-11 08:18:39,268,2026-07-11 08:14:11,Answered,Inbound,English,East,Billing,Resolved,3,200,65
BioHealth,B203,Fiona Gallagher,CALL-101904,CUST-7858,2026-07-21 12:01:51,2026-07-21 12:05:44,233,2026-07-21 12:01:51,Answered,Inbound,English,North,Account Queries,Resolved,37,177,19
DeltaFinance,Unknown,Unknown,CALL-101905,CUST-5020,2026-07-03 07:56:49,2026-07-03 07:56:57,8,2026-07-03 07:56:49,Missed,Inbound,Hindi,North,Account Queries,Unresolved,0,0,0
CloudTech,C301,George Clark,CALL-101906,CUST-2951,2026-07-21 13:59:08,2026-07-21 14:03:00,232,2026-07-21 13:59:08,Answered,Inbound,French,East,Billing,Resolved,5,200,27
CloudTech,C302,Hannah Abbott,CALL-101907,CUST-7564,2026-07-09 07:01:49,2026-07-09 07:05:25,216,2026-07-09 07:01:49,Answered,Outbound,German,South,Account Queries,Escalated,4,194,18
CloudTech,C301,George Clark,CALL-101908,CUST-8320,2026-07-03 05:20:33,2026-07-03 05:20:38,5,2026-07-03 05:20:33,Dropped,Inbound,Spanish,East,Account Queries,Unresolved,0,0,0
AeroCorp,A102,Bob Johnson,CALL-101909,CUST-9025,2026-07-07 16:38:42,2026-07-07 16:41:41,179,2026-07-07 16:38:42,Answered,Inbound,Hindi,Central,Account Queries,Resolved,18,147,14
BioHealth,B201,Diana Prince,CALL-101910,CUST-8154,2026-07-20 13:02:30,2026-07-20 13:02:42,12,2026-07-20 13:02:30,Dropped,Inbound,German,West,Tech Support,Unresolved,0,0,0
DeltaFinance,D403,Leo Fitz,CALL-101911,CUST-7436,2026-07-17 12:00:59,2026-07-17 12:04:42,223,2026-07-17 12:00:59,Answered,Inbound,English,East,Account Queries,Resolved,8,194,21
BioHealth,B203,Fiona Gallagher,CALL-101912,CUST-8845,2026-07-09 07:13:29,2026-07-09 07:17:11,222,2026-07-09 07:13:29,Answered,Inbound,Hindi,East,Account Queries,Unresolved,14,199,9
CloudTech,C302,Hannah Abbott,CALL-101913,CUST-6623,2026-07-09 08:51:50,2026-07-09 08:55:48,238,2026-07-09 08:51:50,Answered,Inbound,Hindi,Central,General Sales,Resolved,3,217,18
EcoEnergy,E503,Oliver Queen,CALL-101914,CUST-7166,2026-07-08 12:42:57,2026-07-08 12:47:17,260,2026-07-08 12:42:57,Answered,Inbound,Spanish,East,Account Queries,Escalated,68,184,8
CloudTech,C302,Hannah Abbott,CALL-101915,CUST-1121,2026-07-20 12:56:45,2026-07-20 12:59:29,164,2026-07-20 12:56:45,Answered,Outbound,Spanish,South,Account Queries,Unresolved,9,145,10
DeltaFinance,Unknown,Unknown,CALL-101916,CUST-6952,2026-07-03 06:52:25,2026-07-03 06:52:47,22,2026-07-03 06:52:25,Missed,Inbound,Hindi,South,Account Queries,Unresolved,0,0,0
BioHealth,B203,Fiona Gallagher,CALL-101917,CUST-3899,2026-07-05 07:45:52,2026-07-05 07:46:20,28,2026-07-05 07:45:52,Dropped,Inbound,English,East,Tech Support,Unresolved,0,0,0
CloudTech,C301,George Clark,CALL-101918,CUST-2327,2026-07-12 11:24:24,2026-07-12 11:27:53,209,2026-07-12 11:24:24,Answered,Inbound,Spanish,South,Account Queries,Unresolved,40,151,18
CloudTech,Unknown,Unknown,CALL-101919,CUST-8209,2026-07-09 07:30:56,2026-07-09 07:31:04,8,2026-07-09 07:30:56,Missed,Outbound,German,West,Account Queries,Unresolved,0,0,0
AeroCorp,Unknown,Unknown,CALL-101920,CUST-4557,2026-07-09 08:31:14,2026-07-09 08:31:19,5,2026-07-09 08:31:14,Missed,Inbound,Spanish,South,Billing,Unresolved,0,0,0
CloudTech,C303,Ian Malcolm,CALL-101921,CUST-8772,2026-07-21 06:49:27,2026-07-21 06:52:50,203,2026-07-21 06:49:27,Answered,Inbound,French,East,Tech Support,Resolved,14,188,1
EcoEnergy,E502,Nathan Drake,CALL-101922,CUST-2029,2026-07-07 12:46:41,2026-07-07 12:49:53,192,2026-07-07 12:46:41,Answered,Outbound,Spanish,East,Account Queries,Escalated,40,123,29
AeroCorp,A102,Bob Johnson,CALL-101923,CUST-4250,2026-07-04 03:17:08,2026-07-04 03:19:50,162,2026-07-04 03:17:08,Answered,Inbound,German,North,Billing,Escalated,25,131,6
DeltaFinance,D403,Leo Fitz,CALL-101924,CUST-6161,2026-07-04 08:57:39,2026-07-04 09:02:00,261,2026-07-04 08:57:39,Answered,Outbound,French,South,Account Queries,Resolved,2,217,42
EcoEnergy,E501,Molly Hooper,CALL-101925,CUST-7010,2026-07-12 16:26:00,2026-07-12 16:30:07,247,2026-07-12 16:26:00,Answered,Inbound,German,North,Account Queries,Escalated,8,227,12
EcoEnergy,E502,Nathan Drake,CALL-101926,CUST-9767,2026-07-02 10:16:21,2026-07-02 10:20:17,236,2026-07-02 10:16:21,Answered,Outbound,German,East,Tech Support,Resolved,12,192,32
DeltaFinance,D403,Leo Fitz,CALL-101927,CUST-8547,2026-07-14 09:56:38,2026-07-14 10:01:07,269,2026-07-14 09:56:38,Answered,Inbound,German,Central,Billing,Resolved,6,260,3
EcoEnergy,E501,Molly Hooper,CALL-101928,CUST-3522,2026-07-06 16:31:47,2026-07-06 16:34:40,173,2026-07-06 16:31:47,Answered,Inbound,French,West,Tech Support,Unresolved,1,157,15
BioHealth,B201,Diana Prince,CALL-101929,CUST-8510,2026-07-02 13:09:50,2026-07-02 13:12:02,132,2026-07-02 13:09:50,Answered,Inbound,Hindi,South,Account Queries,Unresolved,11,111,10
DeltaFinance,Unknown,Unknown,CALL-101930,CUST-3183,2026-07-02 08:04:28,2026-07-02 08:04:54,26,2026-07-02 08:04:28,Missed,Inbound,French,North,Tech Support,Unresolved,0,0,0
BioHealth,B201,Diana Prince,CALL-101931,CUST-9749,2026-07-21 04:04:20,2026-07-21 04:07:41,201,2026-07-21 04:04:20,Answered,Inbound,German,East,Account Queries,Unresolved,33,166,2
CloudTech,C302,Hannah Abbott,CALL-101932,CUST-5989,2026-07-04 09:56:18,2026-07-04 10:00:20,242,2026-07-04 09:56:18,Answered,Inbound,Spanish,West,Billing,Resolved,11,200,31
EcoEnergy,Unknown,Unknown,CALL-101933,CUST-3903,2026-07-06 02:24:38,2026-07-06 02:25:00,22,2026-07-06 02:24:38,Missed,Inbound,English,North,Tech Support,Unresolved,0,0,0
BioHealth,B201,Diana Prince,CALL-101934,CUST-1986,2026-07-13 17:22:26,2026-07-13 17:26:28,242,2026-07-13 17:22:26,Answered,Inbound,German,East,Tech Support,Resolved,23,208,11
DeltaFinance,D402,Karen Page,CALL-101935,CUST-6550,2026-07-17 08:05:38,2026-07-17 08:11:04,326,2026-07-17 08:05:38,Answered,Outbound,Hindi,West,Account Queries,Escalated,12,301,13
CloudTech,C303,Ian Malcolm,CALL-101936,CUST-2482,2026-07-08 15:25:06,2026-07-08 15:25:26,20,2026-07-08 15:25:06,Dropped,Outbound,English,North,Billing,Unresolved,0,0,0
CloudTech,C301,George Clark,CALL-101937,CUST-4111,2026-07-06 14:15:10,2026-07-06 14:16:47,97,2026-07-06 14:15:10,Answered,Inbound,English,South,Account Queries,Resolved,1,94,2
BioHealth,Unknown,Unknown,CALL-101938,CUST-9198,2026-07-08 07:06:27,2026-07-08 07:06:32,5,2026-07-08 07:06:27,Missed,Outbound,French,East,Account Queries,Unresolved,0,0,0
CloudTech,C302,Hannah Abbott,CALL-101939,CUST-9704,2026-07-01 21:37:42,2026-07-01 21:37:47,5,2026-07-01 21:37:42,Dropped,Inbound,Spanish,East,Account Queries,Unresolved,0,0,0
EcoEnergy,E502,Nathan Drake,CALL-101940,CUST-9707,2026-07-21 09:25:40,2026-07-21 09:29:30,230,2026-07-21 09:25:40,Answered,Inbound,English,North,Account Queries,Unresolved,8,212,10
CloudTech,C303,Ian Malcolm,CALL-101941,CUST-3484,2026-07-06 14:41:38,2026-07-06 14:45:53,255,2026-07-06 14:41:38,Answered,Inbound,French,North,General Sales,Resolved,7,224,24
